file,tokens,label
datasets/email/spam/SH/HP/prodmsg.2.444735.2005714,[3678  438 1175 ... 2485    1  869],1
datasets/email/ham/lokay-m/articles/294,"[ 855 4274 3436    9  263  583  707  385 1866  425 1739 1019    4 4434
  269   43   82 4287    8   12 3565  111 1044 1198   68 1979    1  263
    1 2999   41 4701 1148  192  269   43  108    8  577 1358   53 1603
 3822 1685    4 4842  353  351  192  108  179  296    1 1580  349 1200
    7   48  841   62  315 4254   82   12  907 2636 3131 3597 4293    4
  111    1   46   74 3873   60  325   60  168 1131    6  115   82  457
  315  145 3434 2864  272    2    7 1828   31 3420   23  346    2  138
 1120    1   46    3  476    6 3643 1520  636 3668   39 1670 3823 1621
 2683   15 2633    2 3860    2    7 3315    2   60 1204   60   15  271
 3808 4175 1871    1   46    3 3161  389 3435    8    3  715  726   53
  404    4 4303 4076 1506    3  861  726    7   66  979    3 4082    6
  559 1191   12  431 1856  115    1 1226  212    1  262    1   49]",0
datasets/email/spam/SH/HP/prodmsg.2.439124.200575,"[   3 4702    8 3795    7 3341  918  665 2865    7 2681    4 2843    6
  182    2 3883    5   52 1021   79  791    3 4154 2895  425 4682    4
    7 1364    3  369  303   15  129   69 4136    1 1617 1359    4 1597
  132    2 3138 3694 4502    3 4510    6  402  231    9   55  583 4855
    7 3761 3703 2888    4 1075  528 2718    7  583 3689 3469    1  114
  178  459  447  807  178 3591 3079 4726   36    1 1114    1 3002    1
 1573  314  286 2745 4633 1606 4666 3818 3817 4310 4381 3779 4770 2620
 2712    1 3475  113   97 4821  137  130  170  288   13   29 1209  345
 3550  118    5   68  611    1 1434    1  102    5  386  141   36    1
 1114    1 3001    1  667 1209 3528 2787  118    5   68  611    1 1434
    1  102    5  386  141   36    1 1114    1 3000    1  667 1209 3538
 2786   16  189  518  282    5  432    5  208    5  143    5  136    5
  110    5  535    5  134    5  536    5  123    5  525  136    5  110
    5  114   78  136    5  110    5  114  120  136    5  110    5  241
  118    5   68  611    1 2987    1  102    5  386  275    5   68  611
    1 1016    1  100    5  282    5  507    5  561    5  514    5  208
    5  143    5  523  148  591    5   83    5  550    5   18    2   17
    2   21    5  524  275    5   68  611    1 2988    1  102    5  114
  383  538  181    2   73 4460 1021  256 2045 2728 1481  256 1539 3757
    2  657 2224  211  131   23   98  527  440  484    1  621  341  610
 3884 1021 2465    1  190]",1
datasets/email/ham/lokay-m/kim_s_files/5,"[ 556   35 1091  451    1   52    1  648  557    2  566    1  567    1
  605    1   49]",0
datasets/email/spam/SH/HP/prodmsg.2.430984.2005623,[  0 342 623 ... 965 341   0],1
datasets/email/ham/lokay-m/articles/276,"[ 215 1360  265  215    4  832  159  152  184 4289    4 1187   71  487
    8    3  159  152    7   75    2  215  393    1    5   52  469   71
  660 4301  413  740    4  993   98  685  365  452  125  283    2 3728
  683   12 1533  265 1499    1    3  229  877  254  977  948  678    6
 1056  599   91  272    6  117  803   14  139   43 4679   28  399   22
   96  184    1    3  215  399  660  549    3  877  299  265    4   57
    8  162   74  251  504   61    3 1097    1   60   80   62  145 2655
    2    3  117  269   43  115   23   61   12  823  694    8    3  575
   15  287   96   91    2  161  729  990    1  856    2  696    6    3
  215  469   71  660   28  215  682   22  132 1765    1   43  487  122
    3  159  152    7   75   53  493 1187    1   61    3  709  147    2
    3  115   23  332    7  844    2    7    3  215   43  732  152   96
  184   79  145  578   61   69  470 1630   91  231   15    3 3495  359
    6    3  283    1   80  994  399   23  358 4144   15   98 1344  265
  876   33   66  589    8  287  487    6  269   43 1228   61 1438  599
  363 1228    8   11 1765   15  317 3201  318    7  228  171   74  504
    1  856 1122   33    3  877  299  265    6    3  399  184  165 1003
   14 1718  261    6    3  276    6 3204    8    3   75  115    1  297
 2899    3  844  492    6   43    4 1058  228  840 1523   60    3  672
 1758   50   91   23 1120    1  856  526   33    3  399   96  184   23
    3  232  544    7  453  858   15 4608    3 1008  327 1381    2    7
  801    3 1101    4   75    7    3  159  152  146    1  297  221 3273
   33    3 1047  254 1070    3  115 1715   15   50  305   55 1346    1
   80   53 3070 1183    4  195  318  121  176   23    3  126  147   15
  370    4  832  195   96  184    2  161 4355  864    2 4519   15  215
  393    1   39    3   48  361  210  317    8   75    7    8    3  159
  152    2  268 1702    8    3  152   33   53  389 1408  126  125    4
  195   96    2    3  147   23 1014  358    4  900 3342    3  184    1
   80   62 3488   31 1390   15   91  202   80   62  145  627    4  679
 1147    1  864  730  264 1552  250  281   33    3  104  165  405    4
  832  139  862    8    3  470  398   28  480  264 1552    2 1463    1
  754   22    1    4 3458   82    2  215  682  413    4  669   98  685
  365   15    3  948  678  265    6    3  862  792   14 3699    1  134
    2  757    1 1390   53 1486   74 3393    1  373    2  757    1  554
    3  685  365    2    3  104   66 1073   12   91 4225  876    2  153
   66  983 1514 4423    4  588   91  651    4  318  607   62 3351   98
  402    1    3 2271 3242 1697  399  184 1385   61    3 3609  644  223
    2 4683  175  270 3608    2 4500  307    7  224 4056    2    7 4625
   61    3 4057  223  495   77 3062   39    3  159   43    7  228  225
    1 3672   96  184    1  824    2    3  399  184   23    3 3753  733
    1   52    1 4680    6 1008  269   43   39  134    1  188 1383    6
   91    1    3  265  165 1465 3929  261    3  635 3086  726   14    3
  463 1520  175 2089    2    7    3   96   79  145  578   61   91    2
   69  470   91   15  232    6  258    1    3 3861    6  265  457   95
  145 3159   14 1214    2  209   77   23  321    4 1083  287 3047    7
  216 3790    1  864  161  215   79  145    8 1025   39  139 4723 4188
  268 1868  878  355   28 1857   22    4 1043 3094    6   91    1 3231
 2716    2  806    6 1857    2  161 1868   66 1918   39  215  682    4
 3329    7    2  138 2667    2 4364    3 1649    6  115 1685    8  317
    3  117  369  303    7  803    1  138  891    4    3  685  365   23
 1338    2  215  682 3579    4  679  782   39    3  414 1576    1    3
  251  504    8  162  649 1084   98  784 4034  698    4 4020   12  551
   71  704  817   28  834   22 4110    1   80  221  266    4   62   98
 3633 2103  678    6   50 3200  658  228  171 1101  782    3  399  184
    8    3  159  152   74 3872    2  856  161    1   80  266    4  836
    3  504  414 1576   39  287   96 1047    4  572    3  575   15  287
   43  487    8    3  159  152    2   14  317    3  546    7  132 4437
    6    3 2851 1117    1   15    3  125 3416  427    2  215  393    1
  549    4   57 2824   39   96 1047    7   50 1337    1    3  104   79
 1701   12 1161  862  265    4   57    8  162    8  949    2   39   12
   50 1086  470 4518    2 4775    2  153   66 4405    3 4198 4497  530
    1    3  250  265  877   66   57 1003  200 4494  344  758    1   39
 2601   43  396  321    4   57 4235   15  816  162    8    3  125 1532
    4  106  427    2  215  682   66  533   98  265   33   66 3379  599
    6   43   55 1346    7  803    5   52  152 4627    4  146    8    3
  406  764  303    1 1125  176   80   53  405   61   23    3  882    4
  832    3  184   74   83 1383  233    3  125 1464    2  864  161    1
  935  204  212    1  262    1   49]",0
datasets/email/spam/SH/HP/prodmsg.2.431958.2005625,"[  90 3845   15   86 1547    4   57  400   44  342  774   86 1547   23
 4719   39   86 4146   41 3228    5  306 1894  920 4414 3411  387 3852
   44  969 2934  119   85 1975    1 4483    1 1583   41 3904    4 1418
   55   12 1066 1890    6 3785 3792 4603   44  532 4165    2 1052 4424
    7 3506 1497   44  350   65  392   77 4312   55 4781   44  969    3
 4536   23 4756   74 2729    7 2668   74 4765   44  113  965  341 3737
 2471    1  190]",1
datasets/email/ham/lokay-m/articles/54,"[ 863 1659  270  269   43 3162   12 1535 3801  344 1477   12 1604    8
  139 2083 4137    4 3889  463    8    3 4109  388  530    6  132  421
    1 1858 3691    3 1604    2 3969  161  740    2    7    3 2669 3232
  165  321    4   57  280  825    1 1057  165 1794    4 1924   61    3
 4418 4659    2 2819    2 3811 4857    7  593 1876 1759  474    1  142
  160 4275 4220 1630 1057  175 1690  416 1177    2  470    3  418    6
   12   96 3346 2703    1  613    2   55 1284  678    4 2292  678 3258
   14  740    5   52  129  245    1  142  160   66  540    4 3316    3
  346 4651  857  928  578 1196    3  551 1034    6  599    5   52 3119
 1334 1675   14 2623 4161    8    3 1690  416  530    1  212    1  262
    1   49]",0
datasets/email/ham/lokay-m/articles/26,[3972    9  258 2717    1 1479 3744    1 2741    1  874],0
datasets/email/spam/SH/HP/prodmsg.2.431622.2005624,"[   3  125  171    8  200  324   44  342  623  178 1077 1026  178  459
  447 1011 1327  314  286  236  910   20  752  120  288   97  137 1207
 1081  130  170  236  910   20  752   13  107   78 1347    3  125  171
    8  200  324   79 1365 1230  119  911  118    5   68  310    1 1432
    1  102    5  778   77  397  278   44  619   47   16   13   81   47
   16   13   81   47   16   13  107   78 1350   23    3 1491    7  232
 1455  371    4 1676    7 1371  895  200  324    1  716   58   15   12
  397 1194  278   39  199 1663    4  392   44  663  324 1671   39  300
 1729    2 1691  569 1471    8  888    4 1643  318   69 1425   14  415
   39   86 1429    1   65    5  860   57  627    4  663 1880  200  324
    9   39   58    4  106  787  116  410   44   47   16   13   81   47
   16   13   81   47   16   13  107   78  201  376  407 1264    1  300
 1469 1063 1833 1470   16   13  107   78  201 1274  300 1007    1   47
   16   13   81   47   16   13  107   78  201  376  407 1265    1  883
 1441  883   60  138   65  927    8   47   16   13  107   78  201 1275
  709 1781   39   86  787    1   47   16   13   81   47   16   13  107
   78  201  376  407 1266    1 1427  797 1723   74 1426   39   47   16
   13  107   78  201 1272    8  888    1   47   16   13   81   47   16
   13  107   78  201  376  407 1267    1  490  710    3 1557    7 1049
    6  918   74   47   16   13  107   78  201 1273  569  490 1802   39
  843    1   47   16   13   81   47   16   13   81   47   16   13  107
   78 1349  272   15  931  351  843  179  290    3  371   65  348  129
    1   47   16   13   81   47   16   13   81   47   16   13  107   78
  288  119  911  118    5   68  310    1 1432    1  102    5  778   77
  397  278   44 1303   16   13   81   47   16   13   81   47   16   13
   81   47   16   13   81   47   16   13   81   47   16   13   81   47
   16   13   81   47   16   13   81   47   16   13   81   47   16   13
   81   47   16   13 1325  486 1286 1925   16  189  177  518  282    5
  432    5  208    5  143    5  136    5  110    5  535    5  134    5
  536    5  123    5  525  136    5  110    5  114   78  136    5  110
    5  114  120  136    5  110    5  241  118    5   68  310    1 2983
    1  102    5  386  275    5   68  310    1 1016    1  100    5  282
    5  507    5  561    5  514    5  208    5  143    5  523  148  591
    5   83    5  550    5   18    2   17    2   21    5  524  275    5
   68  310    1 2984    1  102    5  114  383  538  181    2   73 1822
  408  256  473    1  143  999 1246  256 1898    2  330 1341 1268  211
  131   23   98  527  440  484    1  621  341  610 1551  214  410 1321
    1  190]",1
datasets/email/ham/lokay-m/articles/15,"[  50   48  361 1674   14  881   50   48  361  526    4  881  184  881
    2  362  162  104    6   50  865    2  358   79   98  287 2044 3848
    6  653  346    4 1070  572 1689  252   82    1   12   50  658  840
  361    2 3171 1177    2   23  358 1059 1674    8 2603    2  881  316
   11  281    1    9   28 1711 3957    2 3769 1917   22  212    1  262
    1   49]",0
datasets/email/ham/lokay-m/kim_s_files/1,"[ 556   35 1091  451    1   52    1  648  557    2  566    1  567    1
  605    1   49]",0
datasets/email/spam/SH/HP/prodmsg.2.439543.200575,"[1070  326  342  623  178 1077 1026  178  459  447 1011 2502  194 3418
  314  774   97  137 4831 1081  289   13   29 4829 4480  112 4792   55
  743    4 1224  573    8  200  300    8  353   12  552  715 4859 2365
  148  158   50 4329    2 2377  158   50 4325  113 2374  158   50 4327
  148  158   50  364 4479 1118   23 1166 1093    7  112   59  806    6
 1640    1 3026 3376  158   50 1780 2372  383  158   50 4339  233 1224
  573    8 1087  300    2 2426  354  176  112    5  464 1183 2561  425
   77 1019    4 1004   98  200  129   44  209  138   33    5   52   95
 4183 3287    2 3066   11  112  457  233 2414    2  338    2  338 4769
    4  214  925  418  250  468    1  112    5  464 1014 4244   60    3
 1190 1087  408 3466   44  620  435  158   50 4328  358   65  179  836
  214 3433    2 3126   86  687 4180  200  129    7  571 2429 3894  204
   74  745 4532  214  232 1180  408  902   44  112    5  860 4300 1046
  112  354   33  356  467 1637  204    7  214  809  294   31  204    7
  532    6  206   77    5   52 2422   44 2351 2480  158   50 1780  113
  197  486 2049   65   53  852    8  571 3357 1116   69  353 3632   86
 1514  200  129  296    4  119  420  118    5   68  748    1 3939    1
  102    5  973   36    1 1640    1 2991    1 3588  113  204  113   39
  532 1149    2  113 1166 1093  384 2373 2473  622   47   16  189  518
  282    5  432    5  208    5  143    5  136    5  110    5  535    5
  134    5  536    5  123    5  525  136    5  110    5  114   78  136
    5  110    5  114  120  136    5  110    5  241  118    5   68  748
    1 3938    1  102    5  386  275    5   68  748    1 1652    1  100
    5  282    5  507    5  561    5  514    5  208    5  143    5  523
  148  591    5   83    5  550    5   18    2   17    2   21    5  524
  275    5   68  748    1 3940    1  102    5  114  383  538  181    2
   73 4463 4378 4176  256 2093 4319 1481  256 2744 3570    2  445 2340
  211  131   23   98  527  440  484    1  621  341  610 1166 1093 2466
    1  869]",1
datasets/email/ham/lokay-m/articles/307,[1012  272  196 ...  262    1   49],0
datasets/email/spam/SH/HP/prodmsg.2.447218.2005719,"[  35 2552  342  286 1388  148 3377 4456 3577    2  434  344 3043    3
 4306   80   53 1704    4  684   65    3  554    2  434   86  448 1639
 4210   65   15   31  202   12 2213  406  702   44  434 1952   44   44
  733    1   52 1639  363   62 1653  145  406   44   44   44  113 1953
 1637    6 2632   62 4229   11  468 1352   44  434  274  496   95   65
   41  434  296  119   85   36    1 1403    1 3945    1 2692    4  673
   33  290    1 2478  138   65 1712    4   57  150  272    6   11 2630
  684  296  119   85   36    1 1403    1 3951    1 2691 1564    1 2366
 1957    1 3560 4420 2821 2486    1  190]",1
datasets/email/spam/SH/HP/prodmsg.2.447580.2005719,[ 465  131 3186   60 4501  465  826 4575 2483],1
datasets/email/ham/lokay-m/kim_s_files/4,[ 556 1195 1744    8 1357  557    2  566    1  567    1  605    1   49],0
datasets/email/spam/SH/HP/prodmsg.2.433167.2005627,"[   0    8 1094    5   52  854   80   53 1064    4 1725   12  595    1
  472    1  230   33   23  493  325 1875    7   79  353 1838 1192    1
 3501 3423  873   15 3320    1   11  717 4684   23  870    1  879    9
  411  210  393    1    3  595    1  472    1  230   23 1192   61  412
 2228 1417    7   80  266   77  226  849  255    1  756   74 3871  668
    1 1079 1711 2835  321   11  281  274 3491   60  325   60   65  179
   58    4  255  476  595    1  472    1  230 1182  870    1  879  448
  111  743    1  505   80  266    3  111    4  296    4  255    8  125
 1251  825   80  266    3  111    4  296    4  255    1  134    8  125
  134  494    1  368   53  216  493 1708  194  321  125  281  274  628
  531   33   22  121    3  104  411  210 1453   28 4009   22   23   12
  887 3311  539    2  210    2 2576    7  357  104 3429    8    3 3977
  369  303    1   77  824  450  129 1364 3515 3134    1 1591 1719 4016
   23    4  533 1104 4412  923    8 4388    7 4629  146   33   53    8
 3360  559 4095    1  411  210 1453   28    3  104    2 4716    3 3082
 3635 1678   22   23 1502    8    3  539  129    1    3  104  165 1579
    8  949   60   12 4578    4  802    2  153  457  145 1502    8 4189
  539  714  328  375 1538  175   98  578 4574    6 4282  725    2  401
    1    3  104  824 1733 1062 1449    2  539  357    7 3184  714    4
  583  809    7  362 1342 1863    3  411  369  303    1   77   79   12
  355  578 1072    2  209  332 3191 1865  122 1591 1853 3467  146    1
    4  649    2   77   79 1718 3042 1419 1919  415    8    3  411  370
    1    3  104    5   52  539  129   66 1089  280 1380 1799   69  579
 1004    7  816  210    7 1419 1919  415    1  595    1  472    1  230
 1182  870    1  879  448  111  743    1  505   80  266    3  111    4
  296    4  255    8  125 1251  825   80  266    3  111    4  296    4
  255    1  134    8  125  134  494    1 4234 4173   37  426   11  394
 3076  322  405  173  426    3 1111    6  712 2168    6    3  417  628
    6 2065    7  712 2094    6    3  417 3335  628    6 2066    1   90
  173   33 1518   69 1089 3212   39 4288    4 4153    2 3485    2 1048
    2 2739    2  413    2 1727    2 4017    2  987   69  398   93   69
 1692   53   95  173    6 3572  833    7  183   57  322  405  173    1
  322  405  173   53  992   14 1048    2  831    7 1727   61    3  147
    3  173   53  356   33 1089   12 1661    6  708    7  919  153  226
 1009 1336  892   69   93    4  827 1108   55  422 4160  784    1  322
  405  173    8   11 1334  183   57 3610  175    3  492    6 1917  277
   60  415    2 3437    2  549    2  831    2 1386    2 4711   66    2
  359    6 2654    2   69   33   74  173 3636  642 1335  183    2  226
    2   69 1113 1664    1  206   37  586  426   11  394 4116    4 3676
    2  595    1  472    1 1599    2  417 1644   57 4712   60   37  586
    7   95  853  978    1 3270 3305  438 2586  206 1757    7 4571    4
 4394  978   55   12 1151  699  417 4277  531 3160    4  731    8  595
    1  472    1 1599 1053  426   11  394    1  471    6    3 3829  426
   11  707 1806   57 3072   60   90 1095    6  853  978    1  326   62
    8 3885   33    3 3669    6    3 4840    6   11  576  121    3  194
 4196   74    3  104  450   95 1772    3  104 1668 4529    7    8  833
  183  827   55    3  887 1111    6  176    3  194  588 3841    4 4368
    1 1616    3  194  588   74  931    7 3713   74  931  121    3 1472
    8   77    1    8 3044   39  712  340   28  990   22    2   80 3205
    3 1568    6  870    1  879  590 1136    4    3 1735    6   11  707
    1   57 2709    6   98 1584 1442    6  402 1774   55  277 3576 1486
    4  195 3661    4 1138   55    3 3781    6  196  590    1  590  183
   57  718   61   90  147    2  294  344 1708  173   62  145  356 1764
    3  975  104    1  328   80  687  590    2  368   23   98 1584 1442
    6  402    8  195  173    7 4046    1 1757    6   11 1735   53 2861
   95    4 1699 4713 1768   14 1542  173    2  153   53  992   14  642
  987    7 1048 3682 4752  708    7  919    2   33  226 1009  892    4
  827 1108   55  422 1803 1540    8    3 3440  405  173    1  326   57
 2585   33 3981  426   11  394 1806 3071   12  484   69   98 3680    4
  558  581    8   69  713   90 1162 1112 1071    1   11  576   23 3934
   12 1151  853 1340 1658 2590   39   90 2811   69 3155    1   11  576
  165 4086 1945   55 1185 4091   28 3832   22    4  481   11  707    1
  206  173  356   53  195 1518 4045  412    7  366   57 4685   60  277
    1   80  183  687    2  722  581    7  713   90  417 1112   61   90
  147    1   11  707 1084 1542  173  426    3 1111    6    3  583  417
 1611 1763  628    6 1249    1  196  173  183 1083  912   60  266    2
  994    2  183    2   66    2  679    2 1875    2 4511 1853  111    7
 3659   69 1818  912    1    0]",1
datasets/email/ham/lokay-m/articles/64,"[1030    5   52  127  237 1135   15    3  733    1   52    1 1423 1135
  110  127 1680   41   41   41   41    3 1423 1135  110    2   12 1197
    6    3  469 4023    7 2698 2583    2 3211    3 1680   15   11  127
    1    3 1343  450   95  266  142 1656    7 1600 1655    4  979 3481
  237   15    3  125 3965  867    1    3  280  237 1687    2  153 1664
  261    6 2879    8 1665  598    8    3  159 1665    2  651 1581  370
 4219 1687    7 3745  598    1    3 1030 1792   11  127   66   57    3
  229  283    8  915   33    3  370   79   95  457   12  332 1581   55
   11 1128 2937 1535    1  209    2   33  450   95 1631  368   66   57
   12 1901 1105    6 3195    8  912    6  425  127   66  900    1   77
   66   62 1172    4  348   39  598    2  261  317 1600 1655    7  142
 1656   62 4623    4  673  598 3893    8    3  127    1   41    3 1030
  549   33   11  127 3920   14  635   66  901   57 4484 1895  202   56
    2  209   95   60 4782   60    3  250  915    1    3  270  359    6
    3 1648    7 1129    3  411    2  562    2  226   57   98 1512   39
  812  237    1    3 1895 4097   66   57 3058   31    4    3  132    7
    3  330    1  546    6    3 3888   39    3 1512    6 3424  366   57
 3092   11  127    7  232    6   75    7    3  270 1068    6    3  479
    7    3 3145    1   15    3  656    7  127    2  266    3 1830    4
   57    3 3880    7 3241    1 3700    1 3388    1   49]",0
